codigo,nombre,descripcion,marca,modelo,ubicacion,medida,stock,unidaddemedida,precioalpublico
COD721,DADO ALLEN MACHO 1/2X6MM,,TRUPER                   ,13281,,0,10,UNIDAD,S/ 9.00
COD722,DADO ALLEN MACHO 1/2X6PCS PP,PULGADA,TRUPER                   ,13929,,0,2,JUEGO,S/ 98.00
COD723,DADO ALLEN MACHO 1/2X7/16,,TRUPER                   ,13254,,0,10,UNIDAD,S/ 11.00
COD724,DADO ALLEN MACHO 1/2X9/16,,TRUPER                   ,13256,,0,6,UNIDAD,S/ 12.00
COD725,DADO CARDAN 3/8,,TRUPER                   ,13669,,3,4,UNIDAD,S/ 12.00
COD726,DADO HEMBRA PARA TARRAJA 1/2,,TRUPER                   ,13074,,0,1,UNIDAD,S/ 42.00
COD727,DADO HEMBRA PARA TARRAJA 3/4,,TRUPER                   ,13076,,0,6,UNIDAD,S/ 43.00
COD728,DADO MAGNETICO 1/4 PARA TALADRO BOLSITA,BOLSITA PAQUETE 5PCS,TRUPER                   ,17839,,0,49,UNIDAD,S/ 3.00
COD729,DADO MAGNETICO 1/4 PARA TALADRO ESTUCHE PVC,PAQUETE 5PCS,TRUPER                   ,12939,,0,56,UNIDAD,S/ 3.00
COD730,DADO MAGNETICO 10MM PARA TALADRO,,TRUPER                   ,12949,,0,189,UNIDAD,S/ 4.00
COD731,DADO MAGNETICO 12MM PARA TALADRO,JUEGO 5PCS,TRUPER                   ,12955,,0,187,UNIDAD,S/ 3.00
COD732,DADO MAGNETICO 14PCS MM-PP,,TRUPER                   ,101961,,0,3,JUEGO,S/ 37.00
COD733,DADO MAGNETICO 3/16X5PCS,,TRUPER                   ,12895,,0,74,UNIDAD,S/ 3.50
COD734,DADO MAGNETICO 3/8 PARA TALADRO,,TRUPER                   ,17840,,0,134,UNIDAD,S/ 4.00
COD735,DADO MAGNETICO 3/8 PARA TALADRO IMPACTO NEGRO,,TRUPER                   ,100822,,0,6,UNIDAD,S/ 7.00
COD736,DADO MAGNETICO 3/8X2,JUEGO 5PCS,TRUPER                   ,12940,,0,36,UNIDAD,S/ 4.00
COD737,DADO MAGNETICO 4PCS PARA TALADRO,"1/4, 5/16, 3/8, 7/16",TRUPER                   ,16875,,0,6,UNIDAD,S/ 13.00
COD738,DADO MAGNETICO 5/16,JUEGO 5PCS,TRUPER                   ,12942,,0,352,UNIDAD,S/ 3.00
COD739,DADO MAGNETICO 5MM PARA TALADRO,,TRUPER                   ,12945,,0,57,UNIDAD,S/ 3.00
COD740,DADO MAGNETICO 6MM PARA TALADRO,PAQUETE 5PCS,TRUPER                   ,12946,,0,45,UNIDAD,S/ 4.50
COD741,DADO MAGNETICO 7/16 PARA TALADRO,JUEGO 5PCS,TRUPER                   ,12943,,0,64,UNIDAD,S/ 4.00
COD742,DADO MAGNETICO 8MM PARA TALADRO,,TRUPER                   ,12948,,0,-11,UNIDAD,S/ 5.00
COD743,DADO MULTIDENTADA 1/2XM10,,TRUPER                   ,101295,,0,5,UNIDAD,S/ 12.00
COD744,DADO MULTIDENTADA 1/2XM14,,TRUPER                   ,101246,,0,5,UNIDAD,S/ 15.00
COD745,DADO MULTIDENTADA 1/2XM16,,TRUPER                   ,101247,,0,5,UNIDAD,S/ 18.00
COD746,DADO MULTIDENTADA 1/2XM6 BRISTOL,,TRUPER                   ,101293,,0,6,UNIDAD,S/ 11.00
COD747,DADO MULTIDENTADA 1/2XM8,,TRUPER                   ,101294,,0,2,UNIDAD,S/ 12.00
COD748,DADO PARA TARRAJA 1,,TRUPER                   ,13078,,0,5,UNIDAD,S/ 49.00
COD749,DADO PARA TARRAJA 1 1/2,,TRUPER                   ,13082,,0,5,UNIDAD,S/ 108.00
COD750,DADO PARA TARRAJA 1 1/4,,TRUPER                   ,13080,,0,4,UNIDAD,S/ 50.00
COD751,DADO PARA TARRAJA 2,,TRUPER                   ,13084,,0,1,UNIDAD,S/ 108.00
COD752,DADO TORX 1/2X10PCS HEMBRA,,TRUPER                   ,10026,,0,2,JUEGO,S/ 78.00
COD753,DADO TORX 1/2XT20 MACHO,,TRUPER                   ,13434,,0,11,UNIDAD,S/ 9.00
COD754,DADO TORX 1/2XT25 MACHO,,TRUPER                   ,13435,,0,6,UNIDAD,S/ 9.00
COD755,DADO TORX 1/2XT30 MACHO,,TRUPER                   ,13436,,0,3,UNIDAD,S/ 10.00
COD756,DADO TORX 1/2XT40 MACHO,,TRUPER                   ,13437,,0,0,UNIDAD,S/ 10.00
COD757,DADO TORX 1/2XT45 MACHO,,TRUPER                   ,13438,,0,6,UNIDAD,S/ 10.00
COD758,DADO TORX 1/2XT50 MACHO,,TRUPER                   ,13439,,0,4,UNIDAD,S/ 10.00
COD759,DADO TORX 1/2XT55 MACHO,,TRUPER                   ,13440,,0,3,UNIDAD,S/ 11.00
COD760,DADO TUBULAR 1/2X1 HEXAGONAL,,TRUPER                   ,13333,,0,7,UNIDAD,S/ 19.00
COD761,DADO TUBULAR 1/2X1/2MM HEXAGONAL,,TRUPER                   ,13325,,0,2,UNIDAD,S/ 8.00
COD762,DADO TUBULAR 1/2X10MM HEXAGONAL,,TRUPER                   ,13350,,0,2,UNIDAD,S/ 11.00
COD763,DADO TUBULAR 1/2X10MM IMPACTO HEXAGONAL,,TRUPER                   ,12422,,0,2,UNIDAD,S/ 16.00
COD764,DADO TUBULAR 1/2X11MM HEXAGONAL,,TRUPER                   ,13351,,0,21,UNIDAD,S/ 11.00
COD765,DADO TUBULAR 1/2X11MM IMPACTO HEXAGONAL,,TRUPER                   ,12423,,0,5,UNIDAD,S/ 16.00
COD766,DADO TUBULAR 1/2X12MM HEXAGONAL,,TRUPER                   ,13352,,0,0,UNIDAD,S/ 10.00
COD767,DADO TUBULAR 1/2X12MM IMPACTO HEXAGONAL,,TRUPER                   ,12424,,0,8,UNIDAD,S/ 16.00
COD768,DADO TUBULAR 1/2X13MM HEXAGONAL,,TRUPER                   ,13353,,0,0,UNIDAD,S/ 11.00
COD769,DADO TUBULAR 1/2X13MM IMPACTO HEXAGONAL,,TRUPER                   ,12425,,0,2,UNIDAD,S/ 16.00
COD770,DADO TUBULAR 1/2X14MM HEXAGONAL,,TRUPER                   ,13354,,0,2,UNIDAD,S/ 11.00
COD771,DADO TUBULAR 1/2X14MM IMPACTO HEXAGONAL,,TRUPER                   ,12426,,0,4,UNIDAD,S/ 16.00
COD772,DADO TUBULAR 1/2X15MM HEXAGONAL,,TRUPER                   ,13355,,0,-2,UNIDAD,S/ 10.00
COD773,DADO TUBULAR 1/2X15MM HEXAGONAL,,TRUPER                   ,13265,,0,0,UNIDAD,S/ 5.00
COD774,DADO TUBULAR 1/2X15MM IMPACTO HEXAGONAL,,TRUPER                   ,12427,,0,6,UNIDAD,S/ 16.00
COD775,DADO TUBULAR 1/2X16MM,,TRUPER                   ,13356,,0,2,UNIDAD,S/ 11.00
COD776,DADO TUBULAR 1/2X16MM IMPACTO HEXAGONAL,,TRUPER                   ,12428,,0,4,UNIDAD,S/ 16.00
COD777,DADO TUBULAR 1/2X17MM,,TRUPER                   ,13357,,0,6,UNIDAD,S/ 11.00
COD778,DADO TUBULAR 1/2X17MM IMPACTO HEX,,TRUPER                   ,12429,,0,3,UNIDAD,S/ 12.00
COD779,DADO TUBULAR 1/2X18MM HEXAGONAL,,TRUPER                   ,13358,,0,12,UNIDAD,S/ 12.00
COD780,DADO TUBULAR 1/2X19MM HEXAGONAL,,TRUPER                   ,13359,,0,15,UNIDAD,S/ 12.00
COD781,DADO TUBULAR 1/2X19MM IMPACTO,,TRUPER                   ,12431,,0,2,UNIDAD,S/ 18.00
COD782,DADO TUBULAR 1/2X20MM HEXAGONAL,,TRUPER                   ,101008,,0,14,UNIDAD,S/ 13.00
COD783,DADO TUBULAR 1/2X20MM IMPACTO HEX,,TRUPER                   ,12432,,0,8,UNIDAD,S/ 19.00
COD784,DADO TUBULAR 1/2X21MM HEXAGONAL,,TRUPER                   ,101009,,0,7,UNIDAD,S/ 13.00
COD785,DADO TUBULAR 1/2X21MM IMPACTO HEXAGONAL,,TRUPER                   ,12433,,0,0,UNIDAD,S/ 20.00
COD786,DADO TUBULAR 1/2X22MM HEXAGONAL,,TRUPER                   ,101010,,0,0,UNIDAD,S/ 13.00
COD787,DADO TUBULAR 1/2X23MM HEXAGONAL,,TRUPER                   ,101011,,0,2,UNIDAD,S/ 13.00
COD788,DADO TUBULAR 1/2X24MM HEXAGONAL,,TRUPER                   ,100923,,0,0,UNIDAD,S/ 22.00
COD789,DADO TUBULAR 1/2X25MM HEXAGONAL,,TRUPER                   ,101013,,0,5,UNIDAD,S/ 15.00
COD790,DADO TUBULAR 1/2X26MM HEXAGONAL,,TRUPER                   ,100925,,0,-1,UNIDAD,S/ 25.00
COD791,DADO TUBULAR 1/2X26MM HEXAGONAL,,TRUPER                   ,101014,,0,2,UNIDAD,S/ 16.00
COD792,DADO TUBULAR 1/2X27MM HEXAGONAL,,TRUPER                   ,101015,,0,1,UNIDAD,S/ 17.00
COD793,DADO TUBULAR 1/2X27MM IMPACTO,,TRUPER                   ,100926,,0,3,UNIDAD,S/ 25.00
COD794,DADO TUBULAR 1/2X6PCS,,TRUPER                   ,14175,,0,3,UNIDAD,S/ 66.00
COD795,DADO TUBULAR 1/4X1/4 HEXAGONAL,OTRA MARCA: TOOLTECH,TRUPER                   ,13182,,0,23,UNIDAD,S/ 6.00
COD796,DADO TUBULAR 1/4X10MM,,TRUPER                   ,13204,,0,17,UNIDAD,S/ 6.00
COD797,DADO TUBULAR 1/4X10PCS,,TRUPER                   ,14168,,0,2,JUEGO,S/ 50.00
COD798,DADO TUBULAR 1/4X11MM HEXAGONAL,,TRUPER                   ,13205,,0,13,UNIDAD,S/ 6.00
COD799,DADO TUBULAR 1/4X13MM HEXAGONAL,,TRUPER                   ,13207,,0,15,UNIDAD,S/ 6.00
COD800,DADO TUBULAR 1/4X14MM HEXAGONAL,,TRUPER                   ,13208,,0,23,UNIDAD,S/ 7.00
COD801,DADO TUBULAR 1/4X5/16 HEXAGONAL,,TRUPER                   ,13184,,0,4,UNIDAD,S/ 4.00
COD802,DADO TUBULAR 1/4X6MM HEXAGONAL,,TRUPER                   ,13200,,0,20,UNIDAD,S/ 6.00
COD803,DADO TUBULAR 1/4X7MM HEXAGONAL,,TRUPER                   ,13201,,0,5,UNIDAD,S/ 5.00
COD804,DADO TUBULAR 1/4X8MM HEXAGONAL,,TRUPER                   ,13202,,0,22,UNIDAD,S/ 6.00
COD805,DADO TUBULAR 1/4X9MM HEXAGONAL,,TRUPER                   ,13203,,0,7,UNIDAD,S/ 6.00
COD806,DADO TUBULAR 3/4X1 1/16 IMPACTO HEXAGONAL,,TRUPER                   ,12435,,0,0,UNIDAD,S/ 67.00
COD807,DADO TUBULAR 3/4X1 1/2 IMPACTO,,TRUPER                   ,12442,,0,1,UNIDAD,S/ 80.00
COD808,DADO TUBULAR 3/4X1 1/4 IMPACTO,,TRUPER                   ,12438,,0,2,UNIDAD,S/ 67.00
COD809,DADO TUBULAR 3/4X1 1/8 IMPACTO,,TRUPER                   ,12436,,0,6,UNIDAD,S/ 68.00
COD810,DADO TUBULAR 3/4X1 3/16 IMPACTO,,TRUPER                   ,100947,,0,1,UNIDAD,S/ 67.00
COD811,DADO TUBULAR 3/4X1 3/8 IMPACTO,,TRUPER                   ,12440,,0,4,UNIDAD,S/ 72.00
COD812,DADO TUBULAR 3/4X1 5/16 IMPACTO,,TRUPER                   ,12439,,0,2,UNIDAD,S/ 70.00
COD813,DADO TUBULAR 3/4X1 7/16 IMPACTO,,TRUPER                   ,12441,,0,4,UNIDAD,S/ 74.00
COD814,DADO TUBULAR 3/4X1 IMPACTO,,TRUPER                   ,12434,,0,3,UNIDAD,S/ 67.00
COD815,DADO TUBULAR 3/8X11MM HEXAGONAL,,TRUPER                   ,13771,,0,0,UNIDAD,S/ 6.00
COD816,DADO TUBULAR 3/8X12MM HEXAGONAL,,TRUPER                   ,13772,,0,3,UNIDAD,S/ 6.00
COD817,DADO TUBULAR 3/8X13/16,,TRUPER                   ,13657,,0,0,UNIDAD,S/ 8.00
COD818,DADO TUBULAR 3/8X13MM HEXAGONAL,,TRUPER                   ,13773,,0,0,UNIDAD,S/ 6.00
COD819,DADO TUBULAR 3/8X14MM HEXAGONAL,,TRUPER                   ,13774,,0,2,UNIDAD,S/ 7.00
COD820,DADO TUBULAR 3/8X15MM HEXAGONAL,,TRUPER                   ,13775,,0,-1,UNIDAD,S/ 7.00
COD821,DADO TUBULAR 3/8X18MM HEXAGONAL,,TRUPER                   ,13778,,0,3,UNIDAD,S/ 9.00
COD822,DADO TUBULAR 3/8X5/8 HEXAGONAL,,TRUPER                   ,13655,,0,4,UNIDAD,S/ 6.00
COD823,DESARMADADOR GOLPE PLANO 1/4X4 HEXAGONAL,,TRUPER                   ,14158,,0,0,UNIDAD,S/ 18.00
COD824,DESARMADOR 2 PUNTAS Y ACCESORIOS,,TRUPER                   ,14200,,0,21,UNIDAD,S/ 16.00
COD825,DESARMADOR 30PCS JOYERO,,TRUPER                   ,14162,,0,2,UNIDAD,S/ 25.00
COD826,DESARMADOR 42PCS JOYERO,,TRUPER                   ,14163,,0,3,JUEGO,S/ 38.00
COD827,DESARMADOR 56PCS CON PUNTAS,,TRUPER                   ,18220,,0,0,JUEGO,S/ 50.00
COD828,DESARMADOR 5PCS,,TRUPER                   ,14138,,0,12,UNIDAD,S/ 30.00
COD829,DESARMADOR 5PCS,,TRUPER                   ,14137,,0,-100,JUEGO,S/ 32.00
COD830,DESARMADOR 6 PUNTAS DOBLES INTERCAMBIABLES,,TRUPER                   ,18193,,0,13,UNIDAD,S/ 18.00
COD831,DESARMADOR 6PCS JOYERO,,TRUPER                   ,14202,,0,11,JUEGO,S/ 21.00
COD832,DESARMADOR 7PCS 1000V EN MALETA,,TRUPER                   ,14196,,0,7,JUEGO,S/ 60.00
COD833,DESARMADOR DE CAJA 1/2,,TRUPER                   ,14134,,0,6,UNIDAD,S/ 12.00
COD834,DESARMADOR DE CAJA 3/8,,TRUPER                   ,14128,,0,8,UNIDAD,S/ 12.00
COD835,DESARMADOR DE CAJA 5/16,,TRUPER                   ,14125,,0,0,UNIDAD,S/ 11.00
COD836,DESARMADOR DE GOLPE CON 4 PUNTAS,,TRUPER                   ,101176,,0,6,UNIDAD,S/ 84.00
COD837,DESARMADOR ESTRELLA 1/4X4 GOLPE HEXAGONAL,,TRUPER                   ,14146,,0,20,UNIDAD,S/ 17.00
COD838,DESARMADOR ESTRELLA 1/8X8 (PH0X8) COMFORT GRIP,,TRUPER                   ,100835,,0,11,UNIDAD,S/ 6.00
COD839,DESARMADOR ESTRELLA 3/16X3 GOLPE HEXAGONAL,,TRUPER                   ,14143,,0,17,UNIDAD,S/ 12.00
COD840,DESARMADOR ESTRELLA PH0 1/8X4 MANGO DE ACETATO,,TRUPER                   ,14053,,0,2,UNIDAD,S/ 7.00
COD841,DESARMADOR ESTRELLA PH0 1/8X6 MANGO DE ACETATO,,TRUPER                   ,14056,,0,2,UNIDAD,S/ 7.00
COD842,DESARMADOR ESTRELLA PH0 1/8X8 MANGO DE ACETATO,,TRUPER                   ,14059,,0,3,UNIDAD,S/ 8.00
COD843,DESARMADOR ESTRELLA PH0X2 1/2,,TRUPER                   ,18547,,0,11,UNIDAD,S/ 5.00
COD844,DESARMADOR ESTRELLA PH1 3/16X6 MANGO DE ACETATO,,TRUPER                   ,14065,,0,1,UNIDAD,S/ 7.00
COD845,DESARMADOR ESTRELLA PH1 3/16X8 MANGO DE ACETATO,,TRUPER                   ,14068,,0,-2,UNIDAD,S/ 10.00
COD846,DESARMADOR ESTRELLA PH1X4,,TRUPER                   ,100836,,0,0,UNIDAD,S/ 8.00
COD847,DESARMADOR ESTRELLA PH2 1/4X4 MANGO DE ACETATO,,TRUPER                   ,14074,,0,0,UNIDAD,S/ 13.00
COD848,DESARMADOR ESTRELLA PH2 1/4X6 MANGO DE ACETATO,,TRUPER                   ,14077,,0,1,UNIDAD,S/ 12.00
COD849,DESARMADOR ESTRELLA PH2 1/4X8 MANGO DE ACETATO,,TRUPER                   ,14080,,0,0,UNIDAD,S/ 15.00
COD850,DESARMADOR ESTRELLA PH2X1/4X4 MANGO NEGRO,,TRUPER                   ,14076,,0,13,UNIDAD,S/ 9.00
COD851,DESARMADOR ESTRELLA PH2X1/4X6 MANGO NEGRO,,TRUPER                   ,14079,,0,12,UNIDAD,S/ 10.00
COD852,DESARMADOR ESTRELLA PH2X4 DIELECTRICO 1000V (1/4X4),,TRUPER                   ,102241,,0,24,UNIDAD,S/ 10.00
COD853,DESARMADOR ESTRELLA PH4 3/8X8 MANGO DE ACETATO,,TRUPER                   ,14086,,0,3,UNIDAD,S/ 16.00
COD854,DESARMADOR GOLPE ESTRELLA 1/4X6 HEXAGONAL,,TRUPER                   ,14149,,0,1,UNIDAD,S/ 19.00
COD855,DESARMADOR GOLPE ESTRELLA 5/16X8 HEXAGONAL,,TRUPER                   ,14152,,0,11,UNIDAD,S/ 27.00
COD856,DESARMADOR GOLPE PLANO 1/4X6,,TRUPER                   ,14161,,0,2,UNIDAD,S/ 19.00
COD857,DESARMADOR GOLPE PLANO 3/8X10,,TRUPER                   ,100813,,0,0,JUEGO,S/ 29.00
COD858,DESARMADOR PERILLERO 15PCS,,TRUPER                   ,14205,,0,0,METRO,S/ 55.00
COD859,DESARMADOR PILOTO 100-500V,,TRUPER                   ,13988,,0,27,UNIDAD,S/ 3.50
COD860,DESARMADOR PILOTO 100V-500V,,TRUPER                   ,13989,,0,9,UNIDAD,S/ 5.00
COD861,DESARMADOR PLANO 1/4X4 MANGO DE ACETATO,,TRUPER                   ,13996,,0,0,UNIDAD,S/ 12.00
COD862,DESARMADOR PLANO 1/4X6  DIELECTRICO 1000V,,TRUPER                   ,102243,,0,9,UNIDAD,S/ 11.00
COD863,DESARMADOR PLANO 1/4X6 MANGO DE ACETATO,,TRUPER                   ,13999,,0,0,UNIDAD,S/ 14.00
COD864,DESARMADOR PLANO 1/8X8 MANGO COMFORT GRIP,,TRUPER                   ,14027,,0,12,UNIDAD,S/ 6.00
COD865,DESARMADOR PLANO 3/16X3 GOLPE HEXAGONAL,,TRUPER                   ,14155,,0,17,UNIDAD,S/ 12.00
COD866,DESARMADOR PLANO 3/16X4 MANGO DE ACETATO,,TRUPER                   ,13990,,0,0,UNIDAD,S/ 9.00
COD867,DESARMADOR PLANO 3/16X6,,TRUPER                   ,100832,,0,0,UNIDAD,S/ 8.00
COD868,DESARMADOR PLANO 3/16X6 CABINET GOMA,,TRUPER                   ,14040,,0,7,UNIDAD,S/ 7.50
COD869,DESARMADOR PLANO 3/16X8 CABINET GOMA,,TRUPER                   ,14043,,0,6,UNIDAD,S/ 8.50
COD870,DESARMADOR PLANO 5/16X10 MANGO DE ACETATO,,TRUPER                   ,14005,,0,0,UNIDAD,S/ 16.00
COD871,DESARMADOR PLANO 5/16X6 MANGO DE ACETATO,,TRUPER                   ,14002,,0,1,UNIDAD,S/ 18.00
COD872,DESARMADOR PLANO 5/16X8 GOLPE HEXAGONAL,,TRUPER                   ,14164,,0,18,UNIDAD,S/ 25.00
COD873,DESTAPA CAÑOS 15MT TIPO BARRENO,,TRUPER                   ,15150,,0,3,UNIDAD,S/ 160.00
COD874,DESTAPA CAÑOS 7.6 MT,,TRUPER                   ,12279,,0,7,UNIDAD,S/ 64.00
COD875,DISCO CONTINUO  4 1/2,,TRUPER                   ,12977,,0,33,UNIDAD,S/ 23.00
COD876,DISCO CONTINUO 7 1/4,,TRUPER                   ,11579,,0,4,UNIDAD,S/ 60.00
COD877,DISCO CORTE 14,,TRUPER                   ,12568,,0,11,UNIDAD,S/ 13.00
COD878,DISCO CORTE 14 METAL DE DIAMANTE,,TRUPER                   ,15156,,0,4,UNIDAD,S/ 443.00
COD879,DISCO CORTE 4 1/2X3/64,,TRUPER                   ,12545,,0,0,UNIDAD,S/ 3.50
COD880,DISCO CORTE 4 1/2X3/64,,TRUPER                   ,11584,,0,0,UNIDAD,S/ 3.50
COD881,DISCO CORTE 9X5/64X7/8,,TRUPER                   ,11587,,0,0,UNIDAD,S/ 8.00
COD882,DISCO DE JEBE PARA LIJAR 4 1/2 AMOLADORA,,TRUPER                   ,17273,,0,10,UNIDAD,S/ 10.00
COD883,DISCO DE JEBE PARA LIJAR 7 AMOLADORA,,TRUPER                   ,17274,,0,21,UNIDAD,S/ 15.00
COD884,DISCO DESBASTE 4 1/2,CAJA 10 UND,TRUPER                   ,12565,,0,0,UNIDAD,S/ 5.50
COD885,DISCO LIJA REDONDA 4 1/2 G120 OXIDO DE ALUMINIO,,TRUPER                   ,100128,,0,10,UNIDAD,S/ 3.50
COD886,DISCO LIJA REDONDA 4 1/2 G24 OXIDO DE ALUMINIO,,TRUPER                   ,100124,,0,5,UNIDAD,S/ 3.00
COD887,DISCO LIJA REDONDA 4 1/2 G36 OXIDO DE ALUMINIO,JUEGO 5PCS,TRUPER                   ,100125,,0,57,UNIDAD,S/ 2.50
COD888,DISCO LIJA REDONDA 4 1/2 G50 OXIDO DE ALUMINIO,,TRUPER                   ,100126,,0,25,UNIDAD,S/ 3.50
COD889,DISCO LIJA REDONDA 4 1/2 G80 OXIDO DE ALUMINIO,,TRUPER                   ,100127,,0,44,UNIDAD,S/ 3.00
COD890,DISCO LIJA REDONDA 7 G120 OXIDO DE ALUMINIO,,TRUPER                   ,100163,,0,20,UNIDAD,S/ 5.00
COD891,DISCO LIJA REDONDA 7 G24 OXIDO DE ALUMINIO 5PCS,,TRUPER                   ,100129,,0,16,JUEGO,S/ 20.00
COD892,DISCO LIJA REDONDA 7 G36 5PCS OXIDO DE ALUMINIO,,TRUPER                   ,100160,,0,10,JUEGO,S/ 20.00
COD893,DISCO LIJA REDONDA 7 G50 OXIDO DE ALUMINIO,,TRUPER                   ,100161,,0,25,UNIDAD,S/ 4.50
COD894,"DISCO PARA ALUMINIO 10X100 DIENTES, CENTRO 5/8",,TRUPER                   ,18313,,0,1,UNIDAD,S/ 77.00
COD895,DISCO PARA ALUMINIO 10X80D,,TRUPER                   ,18310,,0,0,UNIDAD,S/ 74.00
COD896,DISCO PARA MADERA 10X30D,,TRUPER                   ,18304,,0,0,UNIDAD,S/ 45.00
COD897,DISCO PARA MADERA 10X40 DIENTES,"HUECO CENTRAL 1""",TRUPER                   ,18307,,0,3,UNIDAD,S/ 47.00
COD898,DISCO PARA MADERA 10X40 DIENTES,HUECO CENTRAL 5/8,TRUPER                   ,18305,,0,8,UNIDAD,S/ 47.00
COD899,DISCO PARA MADERA 10X60 DIENTES,,TRUPER                   ,18308,,0,-2,UNIDAD,S/ 54.00
COD900,DISCO PARA MADERA 12X40 DIENTES,,TRUPER                   ,18311,,0,0,UNIDAD,S/ 67.00
COD901,DISCO PARA MADERA 12X60D,,TRUPER                   ,18312,,0,0,UNIDAD,S/ 80.00
COD902,DISCO PARA MADERA 14X40 DIENTES TUNGSTENO,,TRUPER                   ,18322,,0,0,UNIDAD,S/ 150.00
COD903,DISCO PARA MADERA 4 1/2 MULTIMATERIAL,,TRUPER                   ,12134,,0,20,UNIDAD,S/ 23.00
COD904,DISCO PARA MADERA 7 1/4X16D,,TRUPER                   ,18298,,0,9,UNIDAD,S/ 22.00
COD905,DISCO PARA MADERA 7 1/4X20D,,TRUPER                   ,18299,,0,35,UNIDAD,S/ 26.00
COD906,DISCO PARA MADERA 7 1/4X24 DIENTES,HUECO 5/8,TRUPER                   ,18300,,0,13,UNIDAD,S/ 27.00
COD907,DISCO PARA MADERA 7 1/4X30 DIENTES,,TRUPER                   ,18318,,0,17,UNIDAD,S/ 29.00
COD908,DISCO PARA MADERA 7 1/4X40 DIENTES,,TRUPER                   ,18301,,0,8,UNIDAD,S/ 29.00
COD909,DISCO PARA MADERA 7 1/4X60 DIENTES,,TRUPER                   ,18324,,0,1,UNIDAD,S/ 36.00
COD910,DISCO SEGMENTADO 4 1/2X10MM,,TRUPER                   ,11582,,0,0,UNIDAD,S/ 25.00
COD911,DISCO SEGMENTADO 7 1/4,,TRUPER                   ,11580,,0,1,UNIDAD,S/ 50.00
COD912,DISCO SEGMENTADO 9,,TRUPER                   ,12976,,0,-1,UNIDAD,S/ 64.00
COD913,DISCO SIERRA P/ALUMINIO 12X100D,,TRUPER                   ,12686,,0,1,UNIDAD,S/ 123.00
COD914,DISCO SIERRA P/ALUMINIO 12X80D,,TRUPER                   ,12685,,0,1,UNIDAD,S/ 100.00
COD915,DOBLADOR DE TUBO 1,,TRUPER                   ,12847,,0,4,UNIDAD,S/ 108.00
COD916,DOBLADOR DE TUBO 1/2,,TRUPER                   ,12845,,0,6,UNIDAD,S/ 38.00
COD917,DOBLADOR DE TUBO 3/4,,TRUPER                   ,12846,,0,4,UNIDAD,S/ 62.00
COD918,DOBLADOR HIDRAULICO PARA TUBO 12TON,,TRUPER                   ,12882,,0,0,UNIDAD,"S/ 1,200.00"
COD919,DOBLADOR PARA TUBO 12TN HIDRAULICO,,TRUPER                   ,12883,,0,2,UNIDAD,S/ 900.00
COD920,DSICO TURBO 4 1/2,,TRUPER                   ,,,0,0,UNIDAD,S/ 16.00
COD921,EJE CORTO PARA CARRETILLA,,TRUPER                   ,11870,,0,18,UNIDAD,S/ 7.00
COD922,EJE PARA SIERRA COPA 14-30MM BIMETAL,,TRUPER                   ,18122,,0,12,UNIDAD,S/ 14.00
COD923,EJE PARA SIERRA COPA 30-150MM BIMETAL,"1 1/4 A 6""",TRUPER                   ,18123,,0,6,UNIDAD,S/ 19.00
COD924,EJE PARA SIERRA COPA MAYOLICA 1/4,,TRUPER                   ,18143,,0,6,UNIDAD,S/ 10.00
COD925,EMBUDO PVC NEGRO,,TRUPER                   ,11207,,0,103,UNIDAD,S/ 8.00
COD926,EMBUTIDORES PARA CLAVO PUNSCOL 3 PIEZAS,,TRUPER                   ,18064,,0,1,JUEGO,S/ 17.00
COD927,EMPAQUETADURA PARA GATA BOTELLA 20TN / 21TN,,TRUPER                   ,14846,,0,12,JUEGO,S/ 8.00
COD928,EMPAQUETADURA PARA GATA BOTELLA 32TN,,TRUPER                   ,14848,,0,6,JUEGO,S/ 13.00
COD929,EMPAQUETADURA PARA GATA BOTELLA 50TN,,TRUPER                   ,14850,,0,9,JUEGO,S/ 14.00
COD930,ENGLATEADORA 10 TELESCOPICA,,TRUPER                   ,100770,,0,1,UNIDAD,S/ 920.00
COD931,ENGRAPADORA 1/4 - 3/8,PARA USO LIGERO,TRUPER                   ,17963,,0,12,UNIDAD,S/ 60.00
COD932,ENGRAPADORA 1/4 - 5/16,GRAPAS LIVIANAS,TRUPER                   ,17977,,0,14,UNIDAD,S/ 42.00
COD933,ENGRAPADORA DE 1/4 - 5/8 TIPO PISTOLA,,TRUPER                   ,17981,,0,11,UNIDAD,S/ 110.00
COD934,ENGRAPADORA METAL TRABAJO PESADO,MANIJA NARANJA,TRUPER                   ,17964,,0,11,UNIDAD,S/ 90.00
COD935,ENGRAPADORA NEUMATICA CALIBRE 18,,TRUPER                   ,13176,,0,5,UNIDAD,S/ 185.00
COD936,ENGRAPADORA NEUMATICA CALIBRE 22,,TRUPER                   ,13177,,0,7,UNIDAD,S/ 112.00
COD937,ENGRASADORA 10KG,,TRUPER                   ,16867,,0,3,UNIDAD,S/ 460.00
COD938,ENGRASADORA 14 ONZAS LIGERO,,TRUPER                   ,14859,,0,2,UNIDAD,S/ 46.00
COD939,ENGRASADORA 24KG,,TRUPER                   ,16850,,0,3,UNIDAD,S/ 620.00
COD940,ENGRASADORA 400GR 14OZ 10000PSI,,TRUPER                   ,14861,,0,9,UNIDAD,S/ 60.00
